0,12
1,24
2,24
3,24
4,20
5,27
6,15
7,17
8,22
9,17
10,20
11,9
12,10
13,16
14,26
15,8
16,17
17,24
18,11
19,13
20,14
21,8
22,12
23,11
24,18
25,20
26,12
27,19
28,16
29,19
30,20
31,15
32,28
33,18
34,12
35,15
36,16
37,23
38,12
39,16
40,19
41,24
42,8
43,27
44,11
45,19
46,18
47,9
48,14
49,21
50,16
51,18
52,20
53,23
54,20
55,15
56,22
57,16
58,28
59,21
60,20
61,5
62,25
63,13
64,21
65,20
66,15
67,27
68,25
69,28
71,15
